"","embryo_time","cell_type"
"2050",260,"Neuroblast_ASG_AWA"
"2051",265,NA
"2052",450,"ADL"
"2053",300,"ASE_parent"
"2054",375,"ASE"
"2055",420,"ASE"
"2056",450,"AWC"
"2057",390,"ASH"
"2058",245,"Neuroblast_AFD_RMD"
"2059",450,"AWB"
"2060",390,"AWA"
"2061",450,"AWB"
"2062",640,"ASH"
"2063",380,"ASE"
"2064",260,NA
"2065",380,"ASH"
"2066",410,"ASE"
"2067",340,"Neuroblast_ASJ_AUA"
"2068",290,NA
"2069",310,"ASE_parent"
"2070",350,"AFD"
"2071",320,"AFD"
"2072",260,"Neuroblast_ASG_AWA"
"2073",320,"ADL_parent"
"2074",230,NA
"2075",350,"ADL"
"2076",260,"Neuroblast_ADF_AWB"
"2077",350,"ASJ"
"2078",420,"ASK"
"2079",310,NA
"2080",420,"ADF"
"2081",170,NA
"2082",260,NA
"2083",205,NA
"2084",200,NA
"2085",295,"ADL_parent"
"2086",435,"ASJ"
"2087",295,"Neuroblast_ASG_AWA"
"2088",160,NA
"2089",380,"ASI_parent"
"2090",500,"AWB"
"2091",415,"ASH"
"2092",260,NA
"2093",420,"AWB"
"2094",265,"Neuroblast_ASG_AWA"
"2095",390,"AWB"
"2096",350,"ASE_parent"
"2097",360,"ASK_parent"
"2098",385,"AWC"
"2099",190,NA
"2100",260,"Neuroblast_ADF_AWB"
"2101",385,"ASH"
"2102",320,NA
"2103",260,"Neuroblast_ADF_AWB"
"2104",170,NA
"2105",310,"AFD"
"2106",380,"ASJ"
"2107",295,"Neuroblast_ASG_AWA"
"2108",175,NA
"2109",390,"AWA"
"2110",220,NA
"2111",385,"AWA"
"2112",200,"Neuroblast_ASE_ASJ_AUA"
"2113",350,"ADL"
"2114",410,"AWA"
"2115",270,"Neuroblast_ADF_AWB"
"2116",325,"Neuroblast_ASJ_AUA"
"2117",260,"Neuroblast_ASE_ASJ_AUA"
"2118",380,"AWA"
"2119",260,"Neuroblast_ADF_AWB"
"2120",450,"AFD"
"2121",180,NA
"2122",435,"ASJ"
"2123",260,"Neuroblast_ASG_AWA"
"2124",340,"ADF_AWB"
"2125",345,"ASK_parent"
"2126",260,"Neuroblast_ASG_AWA"
"2127",415,"ASE"
"2128",370,"ADF_AWB"
"2129",390,"ASJ"
"2130",450,"ADF"
"2131",450,"ASG"
"2132",380,"ADL"
"2133",200,NA
"2134",500,"ASJ"
"2135",270,"ADL_parent"
"2136",260,"Neuroblast_ADF_AWB"
"2137",270,NA
"2138",405,"AWC"
"2139",360,"ASJ"
"2140",300,"ADL_parent"
"2141",350,"ASH"
"2142",340,"ADL"
"2143",175,NA
"2144",350,"AFD"
"2145",410,"AWA"
"2146",400,"ASJ"
"2147",260,"Neuroblast_ADF_AWB"
"2148",360,"ADF_AWB"
"2149",435,"ASJ"
"2150",220,"ADL_parent"
"2151",350,"ASJ"
"2152",260,"Neuroblast_ASE_ASJ_AUA"
"2153",290,"ADL_parent"
"2154",300,"Neuroblast_ADF_AWB"
"2155",385,"ASH"
"2156",380,"ASE"
"2157",270,"Neuroblast_ADF_AWB"
"2158",270,"Neuroblast_AFD_RMD"
"2159",520,"ADL"
"2160",300,"Neuroblast_ASG_AWA"
"2161",300,"ADL_parent"
"2162",295,NA
"2163",260,NA
"2164",550,"AFD"
"2165",360,"ASK_parent"
"2166",345,"Neuroblast_ASJ_AUA"
"2167",185,NA
"2168",375,"ASE"
"2169",550,"ASK"
"2170",300,"ASI_parent"
"2171",320,"Neuroblast_ASG_AWA"
"2172",300,"Neuroblast_ASJ_AUA"
"2173",260,NA
"2174",380,"ASE"
"2175",380,"ASH"
"2176",390,"ASE"
"2177",190,NA
"2178",470,"ASJ"
"2179",700,"ADF"
"2180",310,"ASE_parent"
"2181",405,"AWC"
"2182",265,NA
"2183",345,"Neuroblast_ASJ_AUA"
"2184",420,"ASI"
"2185",325,"ASE_parent"
"2186",375,"ADF_AWB"
"2187",320,"AFD"
"2188",390,"ASK"
"2189",195,NA
"2190",335,"ASI_parent"
"2191",220,NA
"2192",355,"ASK_parent"
"2193",490,"ADF"
"2194",230,"Neuroblast_AFD_RMD"
"2195",245,NA
"2196",330,"Neuroblast_ASJ_AUA"
"2197",390,"ADF_AWB"
"2198",260,NA
"2199",175,NA
"2200",450,"ADL"
"2201",270,NA
"2202",450,"AWA"
"2203",260,"Neuroblast_ADF_AWB"
"2204",200,NA
"2205",310,"ADL_parent"
"2206",350,"ASE_parent"
"2207",450,"AFD"
"2208",355,"AUA"
"2209",175,NA
"2210",340,"ADF_AWB"
"2211",260,"Neuroblast_ADF_AWB"
"2212",275,"Neuroblast_ADF_AWB"
"2213",420,"AWC"
"2214",390,"ADL"
"2215",230,NA
"2216",490,"ADL"
"2217",270,NA
"2218",450,"AFD"
"2219",260,"Neuroblast_ASE_ASJ_AUA"
"2220",200,NA
"2221",340,"ADL"
"2222",270,"Neuroblast_ASG_AWA"
"2223",175,NA
"2224",225,NA
"2225",290,"ASK_parent"
"2226",230,NA
"2227",260,"Neuroblast_ASE_ASJ_AUA"
"2228",450,"ADL"
"2229",290,"Neuroblast_ADF_AWB"
"2230",440,"ASI"
"2231",300,"ASE_parent"
"2232",265,"Neuroblast_ADF_AWB"
"2233",325,NA
"2234",270,"ADL_parent"
"2235",380,"ADL"
"2236",270,NA
"2237",285,"Neuroblast_ASJ_AUA"
"2238",405,"ADL"
"2239",195,NA
"2240",190,NA
"2241",175,NA
"2242",410,"AWA"
"2243",190,NA
"2244",330,"ASE_parent"
"2245",295,"Neuroblast_ASJ_AUA"
"2246",310,"ASE_parent"
"2247",260,NA
"2248",205,NA
"2249",260,NA
"2250",300,"ASI_parent"
"2251",300,"ASI_parent"
"2252",295,"Neuroblast_ASG_AWA"
"2253",380,"AWC"
"2254",230,NA
"2255",550,"ASH"
"2256",270,NA
"2257",325,"ASG_AWA"
"2258",450,"AWB"
"2259",320,"ADL_parent"
"2260",585,"ADF"
"2261",280,"Neuroblast_ASG_AWA"
"2262",520,"ASJ"
"2263",230,NA
"2264",400,"ASH"
"2265",300,"ASE_parent"
"2266",355,NA
"2267",260,NA
"2268",370,"AUA"
"2269",270,"ASK_parent"
"2270",440,"ADF"
"2271",330,"Neuroblast_ASJ_AUA"
"2272",415,"ADL"
"2273",300,"Neuroblast_ASG_AWA"
"2274",450,"ADL"
"2275",285,"ADL_parent"
"2276",350,"ADL"
"2277",360,"ASK_parent"
"2278",260,"Neuroblast_ASG_AWA"
"2279",340,"ADL"
"2280",390,"AWA"
"2281",300,"ASK_parent"
"2282",230,NA
"2283",510,"ASG"
"2284",390,"AFD"
"2285",185,NA
"2286",550,"ASJ"
"2287",410,"ADL"
"2288",350,"ADL"
"2289",330,"ADF_AWB"
"2290",415,"AWB"
"2291",470,"AWC"
"2292",200,"Neuroblast_ASE_ASJ_AUA"
"2293",230,"Neuroblast_AFD_RMD"
"2294",290,"ASI_parent"
"2295",260,NA
"2296",450,"ASK"
"2297",210,"Neuroblast_ASE_ASJ_AUA"
"2298",295,"Neuroblast_ASG_AWA"
"2299",355,"AWC"
"2300",510,"AFD"
"2301",300,"Neuroblast_ASG_AWA"
"2302",490,"ASJ"
"2303",375,"AWC"
"2304",320,"ASK_parent"
"2305",490,"ASK"
"2306",420,"ASK"
"2307",620,"ASJ"
"2308",230,NA
"2309",245,NA
"2310",405,"ADF_AWB"
"2311",230,NA
"2312",300,"Neuroblast_ASG_AWA"
"2313",280,"ASK_parent"
"2314",360,"ASK_parent"
"2315",260,"Neuroblast_ADF_AWB"
"2316",300,"ASI_parent"
"2317",180,NA
"2318",470,"ADF"
"2319",385,"ADL"
"2320",300,"ASK_parent"
"2321",440,"ASH"
"2322",365,"ADF_AWB"
"2323",350,"ASE_parent"
"2324",425,"AWC"
"2325",270,"Neuroblast_AFD_RMD"
"2326",350,"ASI_parent"
"2327",300,"ASK_parent"
"2328",270,"Neuroblast_ADF_AWB"
"2329",550,"AFD"
"2330",205,NA
"2331",285,"Neuroblast_ASJ_AUA"
"2332",260,"Neuroblast_ASE_ASJ_AUA"
"2333",550,"ASK"
"2334",375,"AWC"
"2335",400,"AWA"
"2336",345,"ASH"
"2337",345,"ASI_parent"
"2338",285,NA
"2339",310,"ASK_parent"
"2340",290,NA
"2341",260,"Neuroblast_ADF_AWB"
"2342",300,"ASI_parent"
"2343",225,NA
"2344",320,"AFD"
"2345",375,"ASK_parent"
"2346",350,"ADL"
"2347",280,NA
"2348",450,"ASE"
"2349",205,NA
"2350",260,"Neuroblast_ASE_ASJ_AUA"
"2351",340,"AFD"
"2352",350,"ADF_AWB"
"2353",300,"Neuroblast_ASG_AWA"
"2354",380,"ADL"
"2355",450,"ASH"
"2356",370,"ADL"
"2357",230,NA
"2358",340,"ADL"
"2359",420,"ASK"
"2360",280,"Neuroblast_ASG_AWA"
"2361",450,"ADL"
"2362",280,"Neuroblast_ASG_AWA"
"2363",325,NA
"2364",200,NA
"2365",220,NA
"2366",350,"ASH"
"2367",320,NA
"2368",190,NA
"2369",410,"ASJ"
"2370",350,"ASG_AWA"
"2371",275,"Neuroblast_AFD_RMD"
"2372",380,"ASG_AWA"
"2373",225,NA
"2374",345,"Neuroblast_ADF_AWB"
"2375",230,"Neuroblast_AFD_RMD"
"2376",220,NA
"2377",270,"ASK_parent"
"2378",230,NA
"2379",310,"Neuroblast_ASJ_AUA"
"2380",260,"ADL_parent"
"2381",350,"ASJ"
"2382",310,"ASI_parent"
"2383",335,"ASI_parent"
"2384",385,"ADL"
"2385",380,"ASH"
"2386",425,"ADF"
"2387",180,NA
"2388",440,"AWC"
"2389",320,"Neuroblast_ADF_AWB"
"2390",265,"Neuroblast_AFD_RMD"
"2391",200,NA
"2392",195,NA
"2393",200,"Neuroblast_ASE_ASJ_AUA"
"2394",415,"AWB"
"2395",260,NA
"2396",295,"Neuroblast_AFD_RMD"
"2397",370,"ADL"
"2398",310,"ASE_parent"
"2399",390,"AFD"
"2400",230,NA
"2401",320,"ASK_parent"
"2402",230,"Neuroblast_AFD_RMD"
"2403",510,"ASG"
"2404",300,"ASE_parent"
"2405",400,"ASJ"
"2406",360,"ASK_parent"
"2407",415,"ASE"
"2408",300,"ADL_parent"
"2409",275,NA
"2410",275,"Neuroblast_ASG_AWA"
"2411",260,NA
"2412",170,NA
"2413",380,"ASE"
"2414",300,"ASK_parent"
"2415",390,"AWA"
"2416",350,"AWC"
"2417",390,"AUA"
"2418",200,NA
"2419",380,"ASG_AWA"
"2420",290,"ADL_parent"
"2421",195,NA
"2422",210,NA
"2423",410,"ASI"
"2424",200,NA
"2425",280,NA
"2426",245,"Neuroblast_ASE_ASJ_AUA"
"2427",170,NA
"2428",400,"ASJ"
"2429",350,"ASH"
"2430",585,"AFD"
"2431",500,"ADL"
"2432",355,"ASH"
"2433",320,"ASE_parent"
"2434",430,"AWB"
"2435",170,NA
"2436",300,"ASE_parent"
"2437",450,"ADL"
"2438",265,NA
"2439",260,NA
"2440",220,NA
"2441",300,"ASE_parent"
"2442",320,"Neuroblast_ASJ_AUA"
"2443",585,"AWA"
"2444",295,"ADL_parent"
"2445",420,"ASH"
"2446",260,NA
"2447",320,"ASE_parent"
"2448",360,"ASK_parent"
"2449",285,"ASK_parent"
"2450",280,NA
"2451",390,"ASK"
"2452",200,NA
"2453",385,"AFD"
"2454",420,"AWC"
"2455",300,"Neuroblast_ASG_AWA"
"2456",410,"ASI"
"2457",230,"ADL_parent"
"2458",220,"ADL_parent"
"2459",320,"Neuroblast_ASJ_AUA"
"2460",285,NA
"2461",270,NA
"2462",270,"Neuroblast_AFD_RMD"
"2463",450,"ADL"
"2464",230,"Neuroblast_AFD_RMD"
"2465",230,NA
"2466",370,"ASI_parent"
"2467",300,"ASI_parent"
"2468",300,"Neuroblast_ASJ_AUA"
"2469",415,"ASJ"
"2470",350,"ASH"
"2471",405,"ASH"
"2472",410,"AWB"
"2473",230,NA
"2474",395,"ASJ"
"2475",170,NA
"2476",390,"ASK"
"2477",350,"ADL"
"2478",620,"ADL"
"2479",230,"Neuroblast_AFD_RMD"
"2480",175,NA
"2481",340,"ADL"
"2482",270,"Neuroblast_ADF_AWB"
"2483",220,NA
"2484",260,"Neuroblast_ADF_AWB"
"2485",360,"ADF_AWB"
"2486",300,"ASK_parent"
"2487",380,"AWA"
"2488",220,NA
"2489",280,"Neuroblast_ADF_AWB"
"2490",585,"AWC"
"2491",230,NA
"2492",300,"Neuroblast_ASG_AWA"
"2493",450,"AWB"
"2494",450,"ADF"
"2495",190,NA
"2496",300,"ASE_parent"
"2497",350,"ASH"
"2498",380,"ASH"
"2499",450,"ASI"
"2500",290,"ASI_parent"
"2501",300,"ASG_AWA"
"2502",365,"ASK_parent"
"2503",300,"ADL_parent"
"2504",270,NA
"2505",420,"ADF"
"2506",325,"Neuroblast_ASJ_AUA"
"2507",260,NA
"2508",200,NA
"2509",185,NA
"2510",375,"ADF_AWB"
"2511",380,"ASI_parent"
"2512",310,"Neuroblast_ASG_AWA"
"2513",290,"Neuroblast_ASJ_AUA"
"2514",390,"ASG_AWA"
"2515",330,"ASI_parent"
"2516",280,"Neuroblast_ADF_AWB"
"2517",320,"ASI_parent"
"2518",390,"ADF_AWB"
"2519",230,NA
"2520",175,NA
"2521",190,NA
"2522",245,"Neuroblast_ADF_AWB"
"2523",320,"Neuroblast_ASJ_AUA"
"2524",415,"AFD"
"2525",175,NA
"2526",415,"ASI"
"2527",265,NA
"2528",370,"ASI_parent"
"2529",300,"Neuroblast_ASJ_AUA"
"2530",500,"ASJ"
"2531",270,"Neuroblast_AFD_RMD"
"2532",225,NA
"2533",360,"ASJ"
"2534",265,NA
"2535",385,"ADL"
"2536",325,"ASE_parent"
"2537",350,NA
"2538",470,"ASG"
"2539",385,"ASE"
"2540",225,"ADL_parent"
"2541",225,NA
"2542",450,"AWA"
"2543",300,"ASE_parent"
"2544",270,NA
"2545",300,"ADL_parent"
"2546",260,NA
"2547",440,"ASK"
"2548",450,"ADL"
"2549",405,"ASJ"
"2550",260,"Neuroblast_ASG_AWA"
"2551",360,"ADF_AWB"
"2552",380,"ADF_AWB"
"2553",260,NA
"2554",170,NA
"2555",440,"ADF"
"2556",310,"ASE_parent"
"2557",300,"Neuroblast_ASG_AWA"
"2558",310,"Neuroblast_ASG_AWA"
"2559",230,"Neuroblast_ASE_ASJ_AUA"
"2560",205,NA
"2561",270,NA
"2562",370,"AWC"
"2563",450,"ASJ"
"2564",390,"ADF_AWB"
"2565",195,NA
"2566",260,"Neuroblast_ASE_ASJ_AUA"
"2567",360,"ASG_AWA"
"2568",195,NA
"2569",375,"ADL"
"2570",245,"Neuroblast_AFD_RMD"
"2571",490,"ADL"
"2572",360,"ASK_parent"
"2573",380,"ASK_parent"
"2574",285,"Neuroblast_ASG_AWA"
"2575",670,"ADL"
"2576",200,NA
"2577",345,"ADF_AWB"
"2578",200,NA
"2579",380,NA
"2580",375,"AWC"
"2581",270,"Neuroblast_ASG_AWA"
"2582",320,"Neuroblast_ASJ_AUA"
"2583",290,"Neuroblast_AFD_RMD"
"2584",220,NA
"2585",450,"ADL"
"2586",420,"AFD"
"2587",390,"AFD"
"2588",230,NA
"2589",325,"ASE_parent"
"2590",450,"ASJ"
"2591",530,"ASJ"
"2592",300,"Neuroblast_ASJ_AUA"
"2593",300,"ADL_parent"
"2594",230,NA
"2595",325,"AFD"
"2596",270,NA
"2597",420,"AWB"
"2598",190,NA
"2599",230,NA
"2600",290,"ASK_parent"
"2601",340,"AWC"
"2602",385,"ADL"
"2603",450,"ASK"
"2604",260,"Neuroblast_ASE_ASJ_AUA"
"2605",635,"AWC"
"2606",330,"ASK_parent"
"2607",370,"ASI_parent"
"2608",410,"ASE"
"2609",190,NA
"2610",330,"ASE_parent"
"2611",290,"Neuroblast_ASG_AWA"
"2612",365,"ADL"
"2613",365,"AUA"
"2614",390,"ASJ"
"2615",170,NA
"2616",550,"ADF"
"2617",370,"ADL"
"2618",310,"ASK_parent"
"2619",415,"ADL"
"2620",370,"ASE"
"2621",405,"AFD"
"2622",260,"Neuroblast_ADF_AWB"
"2623",490,"AWB"
"2624",410,"ASE"
"2625",320,"ASE_parent"
"2626",410,"AWA"
"2627",420,"ASE"
"2628",410,"ASG"
"2629",370,"ASI_parent"
"2630",350,"ASG_AWA"
"2631",245,NA
"2632",320,"Neuroblast_ASJ_AUA"
"2633",410,"AWC"
"2634",240,NA
"2635",320,"ASE_parent"
"2636",300,"Neuroblast_ASJ_AUA"
"2637",390,"ASH"
"2638",390,"ASK"
"2639",245,NA
"2640",405,"ASJ"
"2641",420,"AWB"
"2642",350,"ASI_parent"
"2643",300,"ASE_parent"
"2644",300,"ASI_parent"
"2645",360,"ADL"
"2646",365,NA
"2647",315,NA
"2648",310,"ASK_parent"
"2649",410,"ASI"
"2650",260,NA
"2651",300,"Neuroblast_ASJ_AUA"
"2652",490,"ASH"
"2653",490,"AFD"
"2654",350,"ASH"
"2655",170,NA
"2656",280,"Neuroblast_ASJ_AUA"
"2657",450,"ADL"
"2658",200,NA
"2659",450,"ASE"
"2660",215,NA
"2661",300,"ADL_parent"
"2662",195,NA
"2663",190,NA
"2664",300,"ASI_parent"
"2665",390,"AUA"
"2666",350,"ASH"
"2667",295,"ADL_parent"
"2668",440,"ADL"
"2669",275,NA
"2670",260,"Neuroblast_ADF_AWB"
"2671",290,"ASI_parent"
"2672",310,"ASK_parent"
"2673",170,NA
"2674",230,NA
"2675",170,NA
"2676",170,NA
"2677",385,"ASE"
"2678",350,"Neuroblast_ASJ_AUA"
"2679",360,"ASJ"
"2680",300,"Neuroblast_ASJ_AUA"
"2681",320,"AFD"
"2682",165,NA
"2683",700,"ASH"
"2684",260,"Neuroblast_ADF_AWB"
"2685",350,"ASJ"
"2686",410,"ADL"
"2687",310,"ADL_parent"
"2688",230,NA
"2689",200,"Neuroblast_ASE_ASJ_AUA"
"2690",450,"AWA"
"2691",190,NA
"2692",395,"AWC"
"2693",340,"Neuroblast_ASJ_AUA"
"2694",350,"ASJ"
"2695",320,"Neuroblast_ASJ_AUA"
"2696",435,"ASE"
"2697",360,"ASH"
"2698",190,NA
"2699",300,"Neuroblast_ASJ_AUA"
"2700",280,"Neuroblast_ASG_AWA"
"2701",260,"Neuroblast_ADF_AWB"
"2702",260,NA
"2703",195,NA
"2704",360,"AFD"
"2705",190,NA
"2706",215,NA
"2707",420,"ASK"
"2708",490,"ASG"
"2709",490,"AFD"
"2710",550,"AWA"
"2711",365,"ASK_parent"
"2712",620,"ASJ"
"2713",420,"ADF"
"2714",530,"ASI"
"2715",380,"AWC"
"2716",530,"AFD"
"2717",550,"ASH"
"2718",390,"AWA"
"2719",450,"ASI"
"2720",640,"AWB"
"2721",500,"ADL"
"2722",470,"ASJ"
"2723",365,"ASH"
"2724",410,"AWB"
"2725",395,"AFD"
"2726",390,"AUA"
"2727",440,"ASK"
"2728",355,"ASK_parent"
"2729",450,"ADL"
"2730",430,"AFD"
"2731",390,"AWA"
"2732",490,"AWC"
"2733",365,NA
"2734",365,"ASK_parent"
"2735",490,"AWC"
"2736",335,"Neuroblast_ASG_AWA"
"2737",550,"ASH"
"2738",420,"AWB"
"2739",490,"ADL"
"2740",365,"ADF_AWB"
"2741",360,"AFD"
"2742",620,"ASG"
"2743",440,"ASK"
"2744",440,"AWC"
"2745",405,"ADL"
"2746",700,"ADL"
"2747",420,"ASI"
"2748",365,"ASK_parent"
"2749",370,"ASI_parent"
"2750",425,"ADF"
"2751",420,"AUA"
"2752",355,NA
"2753",550,"ASG"
"2754",440,"ADF"
"2755",420,"AWC"
"2756",450,"ASE"
"2757",360,"ASK_parent"
"2758",370,"ASK_parent"
"2759",450,"AWB"
"2760",550,"ASE"
"2761",425,"AWB"
"2762",670,"ASG"
"2763",550,"ADF"
"2764",490,"ADF"
"2765",385,"ASG"
"2766",450,"ASE"
"2767",585,"ASE"
"2768",360,"AFD"
"2769",420,"AWB"
"2770",410,"ASJ"
"2771",640,"AWB"
"2772",410,"ASE"
"2773",530,"AFD"
"2774",370,"ASK_parent"
"2775",450,"ASK"
"2776",380,"ADL"
"2777",420,"AWC"
"2778",390,"AUA"
"2779",345,"ASE_parent"
"2780",390,"ASK"
"2781",640,"ASE"
"2782",635,"ASEL"
"2783",390,"ADF_AWB"
"2784",400,"AWA"
"2785",490,"ADL"
"2786",390,"AUA"
"2787",550,"ADF"
"2788",470,"AUA"
"2789",390,"ASK"
"2790",640,"ASI"
"2791",470,"ADL"
"2792",325,"Neuroblast_ASJ_AUA"
"2793",420,"AWC"
"2794",490,"AWB"
"2795",360,"ADF_AWB"
"2796",700,"ASH"
"2797",550,"ADF"
"2798",375,"ASI_parent"
"2799",500,"AWC"
"2800",510,"AFD"
"2801",725,"ADL"
"2802",585,"ASH"
"2803",700,"ASEL"
"2804",405,"ASE"
"2805",510,"AFD"
"2806",450,"AWC"
"2807",490,"ASK"
"2808",725,"ASER"
"2809",360,"ASK_parent"
"2810",450,"ASK"
"2811",390,"AUA"
"2812",380,"ASG"
"2813",350,"ASI_parent"
"2814",585,"AWC"
"2815",550,"AWA"
"2816",450,"ADL"
"2817",380,"ASI_parent"
"2818",620,"ASG"
"2819",450,"AWB"
"2820",350,"ADL"
"2821",390,"AWB"
"2822",350,"AUA"
"2823",550,"ASJ"
"2824",390,"AWB"
"2825",410,"AUA"
"2826",390,"AWA"
"2827",490,"ADF"
"2828",440,"ASH"
"2829",390,"AFD"
"2830",355,"AUA"
"2831",640,"AWB"
"2832",410,"ASJ"
"2833",640,"ASH"
"2834",585,"AWB"
"2835",510,"ASK"
"2836",380,"ASG_AWA"
"2837",640,"ASH"
"2838",450,"ASJ"
"2839",450,"ASJ"
"2840",385,"ASE"
"2841",620,"ASG"
"2842",490,"ASK"
"2843",450,"AWC"
"2844",470,"AWA"
"2845",390,"ADF_AWB"
"2846",640,"AFD"
"2847",670,"ADL"
"2848",450,"ASI"
"2849",405,"ASJ"
"2850",390,"ASG_AWA"
"2851",490,"ASK"
"2852",640,"AFD"
"2853",500,"ASE"
"2854",420,"ADF_AWB"
"2855",550,"ASI"
"2856",295,NA
"2857",420,"AWA"
"2858",520,"AFD"
"2859",360,"AFD"
"2860",700,"AFD"
"2861",365,NA
"2862",490,"ASJ"
"2863",405,"ADL"
"2864",700,"AFD"
"2865",510,"ASG"
"2866",390,"AFD"
"2867",420,"ASK"
"2868",470,"AUA"
"2869",490,"ASH"
"2870",370,"ASI_parent"
"2871",415,"AWB"
"2872",450,"ASE"
"2873",630,"ASI"
"2874",370,"ASH"
"2875",385,NA
"2876",420,"AUA"
"2877",620,"AWA"
"2878",490,"ADF"
"2879",490,"ADL"
"2880",490,"ADF"
"2881",405,"AWC"
"2882",435,"AUA"
"2883",450,"AWC"
"2884",355,"AUA"
"2885",490,"ASH"
"2886",390,"AUA"
"2887",450,"ADL"
"2888",380,"ASG_AWA"
"2889",490,"ASH"
"2890",420,"ASK"
"2891",410,"AWA"
"2892",450,"ASI"
"2893",510,"AFD"
"2894",330,"ASK_parent"
"2895",420,"AWB"
"2896",700,"ADF"
"2897",370,"AUA"
"2898",550,"ASG"
"2899",490,"AFD"
"2900",490,"ADF"
"2901",585,"AWC"
"2902",520,"AWA"
"2903",410,"ASE"
"2904",450,"ASG"
"2905",700,"ASER"
"2906",725,"ADL"
"2907",425,"AFD"
"2908",490,"ASK"
"2909",585,"AFD"
"2910",420,"AWC"
"2911",490,"ADF"
"2912",380,"ASG_AWA"
"2913",370,"ASI_parent"
"2914",670,"ADF"
"2915",450,"ADF"
"2916",450,"ASE"
"2917",395,"ASJ"
"2918",490,"ASE"
"2919",620,"AWA"
"2920",365,"ASI_parent"
"2921",405,"AWC"
"2922",620,"AWB"
"2923",350,"ASI_parent"
"2924",450,"ASE"
"2925",640,"ADL"
"2926",450,"ASJ"
"2927",640,"ADF"
"2928",425,"AWB"
"2929",355,"ASG_AWA"
"2930",320,"ASE_parent"
"2931",420,"AWC"
"2932",620,"AWC"
"2933",640,"ASI"
"2934",510,"ASI"
"2935",585,"ASJ"
"2936",550,"ASE"
"2937",385,"AFD"
"2938",490,"ASE"
"2939",635,"ASH"
"2940",360,"AUA"
"2941",625,"ASI"
"2942",700,"ASJ"
"2943",670,"AFD"
"2944",420,"AWC"
"2945",420,"AWC"
"2946",450,"ASJ"
"2947",640,"ASEL"
"2948",400,"ASH"
"2949",370,"ADL"
"2950",435,"AWB"
"2951",585,"AWC"
"2952",700,"ASER"
"2953",620,"ASG"
"2954",350,"ASJ"
"2955",395,"ADF_AWB"
"2956",450,"ASJ"
"2957",380,"ASH"
"2958",380,"ADF_AWB"
"2959",550,"AFD"
"2960",670,"ASH"
"2961",490,"ASH"
"2962",625,"AWC"
"2963",490,"ASJ"
"2964",530,"ADL"
"2965",450,"AFD"
"2966",420,"ADF_AWB"
"2967",450,"ASE"
"2968",395,"AWB"
"2969",470,"ASE"
"2970",365,"ASE_parent"
"2971",450,"AWA"
"2972",410,"ASG"
"2973",550,"ADF"
"2974",350,"ASH"
"2975",430,"AFD"
"2976",390,"ASG"
"2977",420,"ADF"
"2978",345,"ASG_AWA"
"2979",450,"ASK"
"2980",300,"Neuroblast_ASG_AWA"
"2981",700,"ASER"
"2982",550,"AWA"
"2983",440,"ADF"
"2984",450,"ASJ"
"2985",550,"AFD"
"2986",380,"ASJ"
"2987",510,"ASK"
"2988",490,"ADF"
"2989",550,"ASK"
"2990",550,"ASK"
"2991",370,"ASK_parent"
"2992",410,"AWC"
"2993",360,"ASG_AWA"
"2994",435,"ASI"
"2995",430,"AWA"
"2996",550,"ADF"
"2997",405,"ASH"
"2998",420,"AWB"
"2999",490,"ASE"
"3000",390,"AFD"
"3001",585,"AWB"
"3002",635,"ADF"
"3003",500,"AUA"
"3004",470,"ASH"
"3005",470,"AWB"
"3006",380,"ASJ"
"3007",620,"AWC"
"3008",520,"ASE"
"3009",550,"ADL"
"3010",490,"AWB"
"3011",450,"ASE"
"3012",380,"ASE"
"3013",450,"ADL"
"3014",300,"ASK_parent"
"3015",550,"ASG"
"3016",320,"ASE_parent"
"3017",550,"ASI"
"3018",375,"ASI_parent"
"3019",490,"ASE"
"3020",435,"ADL"
"3021",620,"ASI"
"3022",385,"ASG_AWA"
"3023",420,"AWA"
"3024",410,"AWB"
"3025",635,"ASH"
"3026",630,"ASI"
"3027",550,"ASI"
"3028",510,"ASK"
"3029",585,"ASI"
"3030",390,"AWB"
"3031",380,"ADF_AWB"
"3032",530,"AFD"
"3033",405,"ASG"
"3034",390,"ASJ"
"3035",450,"ASE"
"3036",470,"ADL"
"3037",760,"ADL"
"3038",490,"AWB"
"3039",450,"ASH"
"3040",415,"AWA"
"3041",490,"ASK"
"3042",640,"ADF"
"3043",405,"ASJ"
"3044",400,"ADF_AWB"
"3045",385,"AWA"
"3046",410,"ADL"
"3047",370,"ASK_parent"
"3048",360,NA
"3049",365,"ADF_AWB"
"3050",620,"ADL"
"3051",350,"ASH"
"3052",550,"ASG"
"3053",640,"AWB"
"3054",620,"ASH"
"3055",450,"ADL"
"3056",450,"ASJ"
"3057",375,"ASH"
"3058",430,"ASK"
"3059",290,"ASK_parent"
"3060",375,"ASE"
"3061",635,"AWC"
"3062",450,"ASH"
"3063",450,"ADF"
"3064",390,"ADL"
"3065",415,"AWB"
"3066",670,"ASG"
"3067",510,"AWA"
"3068",640,"ASG"
"3069",340,"ASI_parent"
"3070",530,"ADF"
"3071",585,"ASE"
"3072",360,"ASI_parent"
"3073",585,"AFD"
"3074",360,"AWC"
"3075",420,"AWA"
"3076",380,"AFD"
"3077",510,"ASG"
"3078",635,"ADF"
"3079",550,"AWA"
"3080",380,"ASI_parent"
"3081",520,"AWC"
"3082",585,"AWB"
